type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Mohamed Simakan,552b0298-f840-4c05-a7b2-6be1ba11b651,00:42:42.326,"[27.3, 23.3]","[27.7, 55.1]",31.802515,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Xavi Simons,33b61f11-d95b-484a-afa6-d41d2a9ecbb1,00:42:45.695,"[35.8, 60.3]","[56.4, 74.6]",25.076881,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Benjamin Henrichs,66b4d128-88b9-4565-a971-4cb80058dc40,00:42:50.249,"[77.5, 65.5]","[78.3, 73.2]",7.741447,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Nicolas Seiwald,d4e23a16-056a-494f-9394-935cdbd439b8,00:42:53.056,"[81.1, 75.4]","[66.5, 68.5]",16.148375,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Mohamed Simakan,5407652d-9aac-4050-adec-f0ede1624c62,00:42:55.038,"[66.3, 67.3]","[62.1, 61.1]",7.488658,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,David Raum,1b9761e6-4cd3-4b21-8d68-af09a3eafb07,00:42:57.209,"[64.9, 56.5]","[94.0, 18.7]",47.703773,Incomplete
Pass,RB Leipzig,Daniel Olmo Carvajal,Left Center Forward,16532.0,Mohamed Simakan,eee5a001-2ee3-45d4-ad81-acd2068d9226,00:43:10.460,"[64.3, 29.0]","[55.8, 46.0]",19.006578,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Xavi Simons,10e65e72-bbcc-424f-a271-e48da1b47711,00:43:12.944,"[57.4, 47.8]","[75.7, 71.1]",29.627352,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Nicolas Seiwald,160f823e-a329-4b6b-9afc-7506dc0296de,00:43:16.202,"[77.3, 74.6]","[77.1, 65.3]",9.302151,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Benjamin Henrichs,313c84b0-cff7-432e-bb72-5da2469f9d79,00:43:19.063,"[80.3, 68.3]","[89.0, 73.6]",10.187247,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Nicolas Seiwald,0e3ec52e-9487-4c28-8ba9-fdb1de9073cb,00:43:21.580,"[86.4, 71.1]","[120.0, 65.3]",34.09692,Out
Pass,RB Leipzig,David Raum,Left Back,12034.0,Xaver Schlager,f4705488-fd75-4804-a8c3-0369cb13426f,00:44:49.319,"[28.1, 0.1]","[30.9, 14.5]",14.669697,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,David Raum,8ac770b8-a386-4a9d-81d8-f4fd384f7e26,00:44:51.821,"[27.3, 19.3]","[28.5, 7.5]",11.86086,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Willi Orban,8d54eb2c-b906-4d48-af96-251fa0c40db0,00:44:53.363,"[26.1, 5.9]","[6.4, 13.3]",21.044,
Pass,RB Leipzig,Janis Blaswich,Goalkeeper,15155.0,Mohamed Simakan,1ee0ae1b-3f09-4108-82b8-4428fcf754c4,00:45:34.178,"[22.3, 44.2]","[24.7, 55.3]",11.356496,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Benjamin Henrichs,11154b15-4bf4-4fec-b178-d04fe018dd9d,00:45:36.240,"[24.5, 57.9]","[36.6, 75.4]",21.275808,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Xavi Simons,3ef55539-1196-4b5a-82fe-415d4709ac48,00:45:38.771,"[39.8, 73.8]","[49.0, 67.1]",11.3811245,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Mohamed Simakan,83861ace-2855-4fd4-8dff-5eb8b3d33b3a,00:45:39.654,"[49.6, 67.1]","[30.7, 64.9]",19.02761,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Willi Orban,4c3f951d-358b-4b7e-a9be-69b94fca7e65,00:45:42.554,"[34.7, 62.1]","[29.9, 23.7]",38.698837,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Mohamed Simakan,3562087e-0024-4708-ae43-38d9a5905962,00:45:49.303,"[43.0, 32.6]","[37.0, 52.3]",20.593445,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Benjamin Henrichs,b255b3ba-6a0e-4f4c-aea1-2194c710a2bb,00:45:51.759,"[40.8, 56.9]","[52.8, 73.4]",20.402206,
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Ikoma Loïs Openda,ae88ea10-10d9-4266-ade8-b5e1f53f7126,00:45:54.616,"[56.4, 74.0]","[99.4, 60.5]",45.06939,Incomplete
Pass,RB Leipzig,Benjamin Henrichs,Right Back,8211.0,Xavi Simons,a50dff4e-66bf-4bfc-9057-ea91ecfc5642,00:46:19.191,"[105.3, 80.0]","[91.8, 71.7]",15.847397,
Pass,RB Leipzig,Xavi Simons,Right Midfield,39167.0,Willi Orban,d7674bfd-32df-4e5d-826c-9210069d7dd2,00:46:20.877,"[91.2, 70.5]","[68.7, 64.5]",23.286263,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Xaver Schlager,b7944875-14f9-4324-8636-72748e77e00b,00:46:25.452,"[62.5, 51.3]","[67.7, 45.6]",7.7155685,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Mohamed Simakan,d6df97df-b55e-4967-ae1d-b094dbd9654d,00:46:27.256,"[65.9, 43.4]","[56.2, 67.7]",26.16448,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Xaver Schlager,17c64825-5916-4283-b879-a0dfcf15c93e,00:46:30.801,"[48.8, 64.3]","[55.2, 54.5]",11.7046995,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,Mohamed Simakan,cb1b6cd4-8815-4ca3-b61f-ab018642a073,00:46:31.634,"[55.2, 53.1]","[47.0, 61.1]",11.456003,
Pass,RB Leipzig,Mohamed Simakan,Right Center Back,30360.0,Nicolas Seiwald,4f19a1c0-8aca-4ed9-b98c-3a4c06a222ec,00:46:33.300,"[43.2, 64.3]","[50.8, 74.4]",12.640016,
Pass,RB Leipzig,Nicolas Seiwald,Right Defensive Midfield,39460.0,Mohamed Simakan,61ed751f-8dd7-43e2-8d9c-eb0c6bfbce99,00:46:35.159,"[49.0, 74.2]","[37.0, 66.3]",14.366976,
