,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
2338,,,,,,"[56.6, 63.8]",,,,,,,,,,,,2.566589,,,,,,,,,,,,51a36edc-7f8c-4535-9342-71d8bac26e92,957,,,"[55.8, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,"['319f9fda-6b79-4c60-9e0e-c1ab97e58ceb', '6fa7f223-8111-4622-b2c2-ed7cb57323da']",42,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:42.039,Carry,
292,,,,,,,,,,,,,,,,,,1.514173,,,,,,,,,,,,6fa7f223-8111-4622-b2c2-ed7cb57323da,958,,,"[56.6, 63.8]",3895052,19,,,,-1.9890207,,Right Foot,,,"[49.0, 46.7]",,Ground Pass,,18.71283,,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['7662180c-1b7f-403b-bfd9-2476833ee2bb'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:44.605,Pass,
3127,,,,,,,,,,,,,,,,,,0.459517,,,,,,,,,,,,5fb07796-404c-4f79-a49c-a198dce9cae3,959,,,"[63.5, 18.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ikoma Loïs Openda,16275.0,Right Center Forward,38,Bayer Leverkusen,904,,44,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:44.748,Pressure,
1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662180c-1b7f-403b-bfd9-2476833ee2bb,960,,,"[49.0, 46.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,['6fa7f223-8111-4622-b2c2-ed7cb57323da'],46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:46.120,Ball Receipt*,
2339,,,,,,"[50.2, 44.7]",,,,,,,,,,,,1.030095,,,,,,,,,,,,dd7e7a8b-4bee-48c5-9bf3-67dcfd798b09,961,,,"[49.0, 46.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,"['494fbb0c-6ae6-4cba-87dd-a23109e0066d', '7662180c-1b7f-403b-bfd9-2476833ee2bb']",46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:46.120,Carry,
293,,,,,,,,,,,,,,,,,,0.737807,,,,,,,,,,,,494fbb0c-6ae6-4cba-87dd-a23109e0066d,962,,,"[50.2, 44.7]",3895052,19,,,,-0.094951704,,Right Foot,,,"[64.9, 43.3]",,Ground Pass,,14.766516,,,,,Jonas Hofmann,8804.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,['82831694-86bb-4c84-b638-92f67fceca8c'],47,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:47.150,Pass,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82831694-86bb-4c84-b638-92f67fceca8c,963,,,"[64.9, 43.3]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,38,Bayer Leverkusen,904,['494fbb0c-6ae6-4cba-87dd-a23109e0066d'],47,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:47.888,Ball Receipt*,
2340,,,,,,"[63.3, 40.1]",,,,,,,,,,,,1.136093,,,,,,,,,,,,8b5e9578-dc03-4482-8ec3-5b6ebac4ad70,964,,,"[64.9, 43.3]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,38,Bayer Leverkusen,904,"['82831694-86bb-4c84-b638-92f67fceca8c', 'dda4df55-1b65-41c5-8935-223a1d16749c']",47,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:47.888,Carry,
294,,,,,,,,,,,,,,,,,,1.090724,,,,,,,,,,,,dda4df55-1b65-41c5-8935-223a1d16749c,965,,,"[63.3, 40.1]",3895052,19,,,,-3.100379,,Right Foot,,,"[53.6, 39.7]",,Ground Pass,,9.708244,,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,38,Bayer Leverkusen,904,['ee09c901-6d4d-402b-9d0b-6c923d09ea90'],49,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:49.024,Pass,
1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee09c901-6d4d-402b-9d0b-6c923d09ea90,966,,,"[53.6, 39.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,['dda4df55-1b65-41c5-8935-223a1d16749c'],50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:50.114,Ball Receipt*,
2341,,,,,,"[52.6, 40.3]",,,,,,,,,,,,2.136254,,,,,,,,,,,,0ccda4fb-ae2a-4ec2-866d-d177dd8a5653,967,,,"[53.6, 39.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,"['b1db68d1-5aec-4d07-af9b-0b37f5d90900', 'b46fd2cf-dda5-4b05-9bc5-e140f794d65a', 'ee09c901-6d4d-402b-9d0b-6c923d09ea90']",50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:50.114,Carry,True
3128,,,,,,,,,,,,,,,,,,0.940083,,,,,,,,,,,,b46fd2cf-dda5-4b05-9bc5-e140f794d65a,968,,,"[65.7, 41.8]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Olmo Carvajal,16532.0,Left Center Forward,38,Bayer Leverkusen,904,"['0ccda4fb-ae2a-4ec2-866d-d177dd8a5653', 'b1db68d1-5aec-4d07-af9b-0b37f5d90900']",51,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:51.720,Pressure,
295,,,,,,,,,,,,,,,,,,1.177426,,,,,,,,,,,,b1db68d1-5aec-4d07-af9b-0b37f5d90900,969,,,"[52.6, 40.3]",3895052,19,,,,1.6690016,,Right Foot,,,"[50.6, 60.6]",,Ground Pass,,20.398285,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,"['76348b3b-8eb9-444d-853f-232502e50a18', 'b46fd2cf-dda5-4b05-9bc5-e140f794d65a']",52,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:52.251,Pass,True
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76348b3b-8eb9-444d-853f-232502e50a18,970,,,"[50.6, 60.6]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['b1db68d1-5aec-4d07-af9b-0b37f5d90900'],53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:53.428,Ball Receipt*,
2342,,,,,,"[48.8, 62.2]",,,,,,,,,,,,0.409459,,,,,,,,,,,,5de2ae5d-21d5-464c-8efe-a7b8df2a97c2,971,,,"[50.6, 60.6]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,"['76348b3b-8eb9-444d-853f-232502e50a18', '96946090-69fd-458c-9243-9e664d3c355e', '9eeed7df-54a3-4de0-8188-bbe5dbb0e814']",53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:53.428,Carry,True
3129,,,,,,,,,,,,,,,,,,0.674786,,,,,,,,,,,,96946090-69fd-458c-9243-9e664d3c355e,972,,,"[70.1, 22.1]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ikoma Loïs Openda,16275.0,Right Center Forward,38,Bayer Leverkusen,904,"['5de2ae5d-21d5-464c-8efe-a7b8df2a97c2', '9eeed7df-54a3-4de0-8188-bbe5dbb0e814']",53,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:53.729,Pressure,
296,,,,,,,,,,,,,,,,,,1.640912,,,,,,,,,,,,9eeed7df-54a3-4de0-8188-bbe5dbb0e814,973,,,"[48.8, 62.2]",3895052,19,,,,0.8243395,,Right Foot,,,"[56.2, 70.2]",,Ground Pass,,10.897706,,,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,"['96946090-69fd-458c-9243-9e664d3c355e', 'f74dfddb-cf5c-4596-b9da-19074e3ce4e9']",53,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:53.838,Pass,True
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f74dfddb-cf5c-4596-b9da-19074e3ce4e9,974,,,"[56.2, 70.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,38,Bayer Leverkusen,904,['9eeed7df-54a3-4de0-8188-bbe5dbb0e814'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:55.478,Ball Receipt*,
2343,,,,,,"[55.6, 73.4]",,,,,,,,,,,,0.451882,,,,,,,,,,,,de3e5e79-ad91-41bf-a80b-4c9d327645a6,975,,,"[56.2, 70.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,38,Bayer Leverkusen,904,"['434801ee-eef0-44d9-b580-9daa291b55d5', 'f74dfddb-cf5c-4596-b9da-19074e3ce4e9']",55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:55.478,Carry,
297,,,,,,,,,,,,,,,,,,1.042657,,,,,,,,,,,,434801ee-eef0-44d9-b580-9daa291b55d5,976,,,"[55.6, 73.4]",3895052,19,,,,-1.5707964,,Right Foot,,,"[55.6, 62.4]",,Ground Pass,,11.0,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,38,Bayer Leverkusen,904,['b420dcab-033e-4c4e-b915-7e8414d6d710'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:55.930,Pass,
3130,,,,,,,,,,,,,,,,,,0.464425,,,,,,,,,,,,ed2c180b-7580-401e-adc8-16f01fa79f5f,977,,,"[62.9, 9.5]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,38,Bayer Leverkusen,904,,56,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:56.006,Pressure,
1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b420dcab-033e-4c4e-b915-7e8414d6d710,978,,,"[55.6, 62.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['434801ee-eef0-44d9-b580-9daa291b55d5'],56,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:56.973,Ball Receipt*,
298,,,,,,,,,,,,,,,,,,1.563351,,,,,,,,,,,,f9478acf-4658-4fb6-a2c5-85f62d35e5f1,979,,,"[54.8, 61.4]",3895052,19,,,,-0.37610596,,Left Foot,,,"[70.5, 55.2]",,Low Pass,,16.87987,,,Incomplete,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,"['23e4d46c-88bb-4c60-a436-d5b475d5071e', '5af2f2ed-34c3-474d-ae1b-09b2b7929f66']",56,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:56.973,Pass,
3131,,,,,,,,,,,,,,,,,,0.041533,,,,,,,,,,,,b00a613e-ba9d-4fd4-b669-922a07b8a1cd,980,,,"[71.1, 59.0]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,38,Bayer Leverkusen,904,,58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:58.402,Pressure,
1369,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5af2f2ed-34c3-474d-ae1b-09b2b7929f66,981,,,"[71.5, 58.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,38,Bayer Leverkusen,904,['f9478acf-4658-4fb6-a2c5-85f62d35e5f1'],58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:58.536,Ball Receipt*,
299,,,,,,,,,,,,True,,,,,,1.095409,,,,,,,,,,,,23e4d46c-88bb-4c60-a436-d5b475d5071e,982,,,"[49.6, 24.9]",3895052,19,,,,2.8305943,,Right Foot,,,"[41.2, 27.6]",,High Pass,,8.823265,,,,,Willi Orban,8509.0,,,,,Interception,1,Regular Play,Nicolas Seiwald,39460.0,Right Defensive Midfield,39,RB Leipzig,182,"['f9478acf-4658-4fb6-a2c5-85f62d35e5f1', 'febd334a-1756-4eca-a69b-91dc7e2c333b']",58,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:58.536,Pass,
1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febd334a-1756-4eca-a69b-91dc7e2c333b,983,,,"[41.2, 27.6]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Willi Orban,8509.0,Left Center Back,39,RB Leipzig,182,['23e4d46c-88bb-4c60-a436-d5b475d5071e'],59,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:59.632,Ball Receipt*,
300,,,,,,,,,,,,,,,,,,0.846915,,,,,,,,,,,,c9d3491e-eddb-4209-950a-a21286426828,984,,,"[40.8, 25.7]",3895052,19,,,,-0.30704573,,Right Foot,,,"[57.2, 20.5]",,High Pass,,17.20465,,,,,Xaver Schlager,8769.0,,,,,,1,Regular Play,Willi Orban,8509.0,Left Center Back,39,RB Leipzig,182,['d3ab1cf1-4ca6-45d5-8a62-a2379f550b2b'],59,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:59.632,Pass,
1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3ab1cf1-4ca6-45d5-8a62-a2379f550b2b,985,,,"[57.2, 20.5]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xaver Schlager,8769.0,Left Defensive Midfield,39,RB Leipzig,182,['c9d3491e-eddb-4209-950a-a21286426828'],0,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:00.479,Ball Receipt*,
301,,,,,,,,,,,,,,,,,,2.18682,,,,,,,,,,,,7f7bb6b5-c357-493f-8a59-f108af64eead,986,,,"[57.2, 18.7]",3895052,20,,,,-0.018431092,,Head,,,"[78.9, 18.3]",,High Pass,,21.703686,,,,,Timo Werner,5557.0,,,,,,1,Regular Play,Xaver Schlager,8769.0,Left Defensive Midfield,39,RB Leipzig,182,['ee97b454-88b5-42cf-81ac-a107f26601c3'],0,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:00.479,Pass,
1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee97b454-88b5-42cf-81ac-a107f26601c3,987,,,"[78.9, 18.3]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,39,RB Leipzig,182,['7f7bb6b5-c357-493f-8a59-f108af64eead'],2,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:02.665,Ball Receipt*,
2344,,,,,,"[86.2, 21.9]",,,,,,,,,,,,0.877505,,,,,,,,,,,,067a74ba-6927-4b85-8015-a33129c58648,988,,,"[78.9, 18.3]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,39,RB Leipzig,182,"['4a3a4398-e50e-4a3c-a6f5-e58353e70472', 'd1344b0f-3aa2-4008-9f8c-50b31a0a06dd', 'ee97b454-88b5-42cf-81ac-a107f26601c3']",2,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:02.665,Carry,True
3132,,,,,,,,,,,,True,,,,,,0.042256,,,,,,,,,,,,d1344b0f-3aa2-4008-9f8c-50b31a0a06dd,989,,,"[35.5, 56.2]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,39,RB Leipzig,182,['067a74ba-6927-4b85-8015-a33129c58648'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:20:03.103,Pressure,
3652,,,,,,,,,,,,,True,Incomplete,,,,0.0,,,,,,,,,,,,4a3a4398-e50e-4a3c-a6f5-e58353e70472,990,,,"[86.2, 21.9]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,39,RB Leipzig,182,['6914eaac-b071-4175-9b11-3b8bae9bebb2'],3,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:03.543,Dribble,True
3577,,,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,6914eaac-b071-4175-9b11-3b8bae9bebb2,991,,,"[33.9, 58.2]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,39,RB Leipzig,182,['4a3a4398-e50e-4a3c-a6f5-e58353e70472'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:20:03.543,Duel,True
302,,,,,,,,,,,,,,,,,,1.468375,,,,,,,,,,,,84ad3b1a-c433-499e-8674-9644a149f195,992,,,"[120.0, 0.1]",3895052,20,,,,1.7423604,29e2fbe9-f8d2-4dfe-8bc9-5af180dc647b,Left Foot,,,"[113.0, 40.5]",,High Pass,,41.00195,,,,True,Ikoma Loïs Openda,16275.0,True,True,Outswinging,,Corner,1,From Corner,David Raum,12034.0,Left Back,40,RB Leipzig,182,['5634463f-f9c8-41f9-ae77-7d85141eee7a'],48,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:48.947,Pass,
1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5634463f-f9c8-41f9-ae77-7d85141eee7a,993,,,"[113.0, 40.5]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ikoma Loïs Openda,16275.0,Right Center Forward,40,RB Leipzig,182,['84ad3b1a-c433-499e-8674-9644a149f195'],50,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:50.415,Ball Receipt*,
3514,,,,,,,,,,,,,,,,,,0.771974,,,,,,,,,,,,29e2fbe9-f8d2-4dfe-8bc9-5af180dc647b,994,,,"[113.0, 40.5]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ikoma Loïs Openda,16275.0,Right Center Forward,40,RB Leipzig,182,['79b80d35-a800-44d2-8ae3-0e4a370d9ed3'],50,,Head,"[114.7, 46.8]",,"[{'location': [118.8, 39.4], 'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 43.9], 'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 48.5], 'player': {'id': 10336, 'name': 'Alejandro Grimaldo García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.9, 41.8], 'player': {'id': 8509, 'name': 'Willi Orban'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.1, 41.9], 'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.4, 40.6], 'player': {'id': 27133, 'name': 'Odilon Kossonou'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 39.5], 'player': {'id': 32712, 'name': 'Jeremie Frimpong'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.9, 32.9], 'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 40.4], 'player': {'id': 30606, 'name': 'Edmond Fayçal Tapsoba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 34.8], 'player': {'id': 32289, 'name': 'Victor Okoh Boniface'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.2, 30.9], 'player': {'id': 28268, 'name': 'Exequiel Alejandro Palacios'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 31.4], 'player': {'id': 39167, 'name': 'Xavi Simons'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.6, 45.6], 'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 45.8], 'player': {'id': 30360, 'name': 'Mohamed Simakan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.6, 51.7], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.8, 31.6], 'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",84ad3b1a-c433-499e-8674-9644a149f195,,Wayward,0.09094513,Normal,Open Play,,,,,,RB Leipzig,182,00:20:50.415,Shot,
3541,,,,,,,,,,,,,,,,,,0.0,,,,,,,"[1.3, 40.7]",,Set,,Shot Faced,79b80d35-a800-44d2-8ae3-0e4a370d9ed3,995,,,"[1.3, 40.7]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lukáš Hrádecký,8667.0,Goalkeeper,40,RB Leipzig,182,['29e2fbe9-f8d2-4dfe-8bc9-5af180dc647b'],51,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:20:51.187,Goal Keeper,
3444,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,60689a8a-724d-44c8-a8a2-c841ff6013e1,996,,,"[110.9, 75.8]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Timo Werner,5557.0,Left Midfield,40,RB Leipzig,182,,54,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:54.862,Ball Recovery,
2345,,,,,,"[109.7, 76.8]",,,,,,,,,,,,1.149061,,,,,,,,,,,,67627ba1-a643-4053-bf9d-97e321c458ae,997,,,"[110.9, 75.8]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Timo Werner,5557.0,Left Midfield,40,RB Leipzig,182,"['60689a8a-724d-44c8-a8a2-c841ff6013e1', 'e87b4c9b-1887-43b6-9a01-ac55a2142080']",54,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:54.862,Carry,
303,,,,,,,,,,,,,,,,,,1.241433,,,,,,,,,,,,e87b4c9b-1887-43b6-9a01-ac55a2142080,998,,,"[109.7, 76.8]",3895052,20,,,,-2.7915478,,Right Foot,,,"[90.8, 69.9]",,Ground Pass,,20.12014,,,,,Benjamin Henrichs,8211.0,,,,,,1,From Corner,Timo Werner,5557.0,Left Midfield,40,RB Leipzig,182,['9590e0e0-701d-4660-958a-ade51b7886f3'],56,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:56.011,Pass,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9590e0e0-701d-4660-958a-ade51b7886f3,999,,,"[90.8, 69.9]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benjamin Henrichs,8211.0,Right Back,40,RB Leipzig,182,['e87b4c9b-1887-43b6-9a01-ac55a2142080'],57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:57.252,Ball Receipt*,
2346,,,,,,"[90.4, 60.3]",,,,,,,,,,,,1.578987,,,,,,,,,,,,00e1cf7a-79a6-49d0-8fe3-c2d8c74be51c,1000,,,"[90.8, 69.9]",3895052,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Benjamin Henrichs,8211.0,Right Back,40,RB Leipzig,182,"['401f0c09-9789-4d52-8aba-550b637f7dc1', '9590e0e0-701d-4660-958a-ade51b7886f3']",57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:57.252,Carry,
304,,,,,,,,,,,,,,,,,,2.120716,,,,,,,,,,,,401f0c09-9789-4d52-8aba-550b637f7dc1,1001,,,"[90.4, 60.3]",3895052,20,,,,-1.1460752,,Left Foot,,,"[106.5, 24.7]",,High Pass,,39.071346,,,,,Willi Orban,8509.0,,,,,,1,From Corner,Benjamin Henrichs,8211.0,Right Back,40,RB Leipzig,182,['4aa550a3-1ecf-4d7f-ae2c-9823a7f6241c'],58,,,,,,,,,,,,,,,,,RB Leipzig,182,00:20:58.831,Pass,
1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aa550a3-1ecf-4d7f-ae2c-9823a7f6241c,1002,,,"[106.5, 24.7]",3895052,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Willi Orban,8509.0,Left Center Back,40,RB Leipzig,182,['401f0c09-9789-4d52-8aba-550b637f7dc1'],0,,,,,,,,,,,,,,,,,RB Leipzig,182,00:21:00.952,Ball Receipt*,
305,,,,,,,,,,,,,,,,,,1.728856,,,,,,,,,,,,473b89b3-5e3b-4417-b619-cf1183ce96c8,1003,,,"[106.5, 24.7]",3895052,21,,,,1.5220544,,Head,,,"[107.5, 45.2]",,High Pass,,20.524376,,,Incomplete,,,,,,,,,1,From Corner,Willi Orban,8509.0,Left Center Back,40,RB Leipzig,182,['6d8f0cd6-328b-4165-88ea-e767cfe6cf87'],0,,,,,,,,,,,,,,,,,RB Leipzig,182,00:21:00.952,Pass,
3624,,,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,6d8f0cd6-328b-4165-88ea-e767cfe6cf87,1004,,,"[12.6, 34.9]",3895052,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jonathan Tah,8221.0,Center Back,40,RB Leipzig,182,['473b89b3-5e3b-4417-b619-cf1183ce96c8'],2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:21:02.681,Clearance,True
